GEOID20,C_TOT15,C_NHS15,C_AIA15,C_ASN15,C_BLK15,C_NHP15,C_WHT15,C_AIW15,C_ASW15,C_BLW15,C_AIB15,C_2OM15,C_HSP15,CVAP_TOT15,CVAP_NHS15,CVAP_AIA15,CVAP_ASN15,CVAP_BLK15,CVAP_NHP15,CVAP_WHT15,CVAP_AIW15,CVAP_ASW15,CVAP_BLW15,CVAP_AIB15,CVAP_2OM15,CVAP_HSP15
150010212032086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032087,6,4,0,0,0,0,4,0,0,0,0,0,2,6,5,0,0,0,0,4,0,0,0,0,0,2
150010212032088,7,6,0,0,0,0,3,0,0,0,0,5,0,3,3,0,0,0,0,3,0,0,0,0,1,0
150010212032089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032091,2,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
150010212032092,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
150010212032093,8,7,0,0,0,0,6,1,0,0,0,1,0,7,7,0,0,0,0,6,1,0,0,0,1,0
150010212032094,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
150010212032095,5,4,3,0,0,0,3,1,0,0,0,1,0,4,4,4,0,0,0,3,0,0,0,0,0,0
150010212032096,3,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
150010212032097,5,4,0,1,0,0,1,0,0,0,0,4,0,4,4,0,1,0,0,1,0,0,0,0,2,0
150010212032098,12,9,0,0,0,0,5,0,0,0,0,0,2,12,10,0,0,0,0,5,0,0,0,0,0,1
150010212032099,3,2,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0
150010212032100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032101,3,3,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
150010212032102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032103,6,5,3,0,0,0,4,0,0,0,0,1,0,6,5,4,0,0,0,4,0,0,0,0,1,0
150010212032104,3,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0
150010212032105,8,7,0,0,0,0,3,3,0,0,0,5,0,7,6,0,0,0,0,3,3,0,0,0,3,0
150010212032106,8,3,0,0,0,0,0,0,0,0,0,4,11,4,2,0,0,0,0,0,0,0,0,0,2,3
150010212032107,10,7,0,0,0,0,6,0,0,0,0,1,6,8,7,0,0,0,0,6,0,0,0,0,1,1
150010212032108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032109,6,2,3,0,0,0,1,0,0,0,0,1,8,3,2,4,0,0,0,1,0,0,0,0,1,1
150010212032110,3,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
150010212032111,2,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
150010212032112,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
150010212032113,3,3,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,1,0
150010212032114,7,4,0,0,0,0,2,3,0,0,0,4,4,6,5,0,0,0,0,3,3,0,0,0,3,1
150010212032115,4,4,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0
150010212032116,5,4,0,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,0,0
150010212032117,6,5,0,0,0,0,6,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0
150010212032118,3,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0
150010212032119,6,4,0,0,0,0,5,0,0,0,0,0,2,6,5,0,0,0,0,5,0,0,0,0,0,1
150010212032120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032121,3,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0
150010212032122,2,1,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,1
150010212032123,2,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
150010212032124,12,7,0,0,0,0,3,2,0,0,0,6,8,6,5,0,0,0,0,2,1,0,0,0,3,1
150010212032125,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
150010212032126,4,4,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0
150010212032127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032128,3,3,0,0,0,0,2,0,0,0,0,1,0,3,3,0,0,0,0,3,0,0,0,0,1,0
150010212032129,14,12,0,0,0,0,10,0,0,0,0,1,0,13,12,0,0,0,0,11,0,0,0,0,1,0
150010212032130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032131,3,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
150010212032132,4,4,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0
150010212032133,7,5,0,1,0,0,2,0,0,0,0,0,2,6,5,0,1,0,0,3,0,0,0,0,0,0
150010212032134,3,1,0,0,0,0,2,0,0,0,0,0,4,3,2,0,0,0,0,2,0,0,0,0,0,3
150010212032135,4,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,3
150010212032136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032137,8,7,0,0,0,0,3,1,0,0,0,7,0,5,5,0,0,0,0,3,1,0,0,0,3,0
150010212032138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212032139,3,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
150010212032140,8,6,0,0,0,0,6,0,0,0,0,0,2,7,6,0,0,0,0,6,0,0,0,0,0,1
150010212032141,12,10,0,0,0,1,6,0,0,0,0,4,0,7,6,0,0,0,0,6,0,0,0,0,0,0
150010212032142,8,7,0,0,0,1,2,0,0,0,0,0,0,6,5,0,0,0,1,3,0,0,0,0,0,0
150010212032143,3,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
150010212032144,14,12,0,0,0,1,4,0,0,0,0,8,0,9,8,0,0,0,1,4,0,0,0,0,3,0
150010212032145,10,9,0,0,0,0,8,0,0,0,0,0,0,7,7,0,0,0,0,6,0,0,0,0,0,0
150010212032146,16,9,0,0,0,1,6,0,0,0,0,0,13,15,8,0,0,0,1,6,0,0,0,0,0,10
150010212032147,2,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0
150010212032148,5,4,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0
150010212032149,14,12,0,0,0,0,0,0,0,0,0,20,0,6,5,0,0,0,0,0,0,0,0,0,8,0
150010212032150,3,1,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0
150010212032151,3,3,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0
150010212032152,2,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0
150010212032153,2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0
150010212032154,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
150010212032155,2,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
150010212032156,20,17,0,1,0,0,11,0,0,0,0,6,0,12,12,0,0,0,0,11,0,0,0,0,1,0
150010212032157,5,4,3,0,0,0,4,0,0,0,0,0,0,5,5,4,0,0,0,4,0,0,0,0,0,0
150010212032158,17,12,0,0,0,0,8,1,0,0,0,6,8,12,10,0,0,0,0,8,1,0,0,0,3,3
150010212032159,5,4,0,0,0,0,3,2,0,0,0,2,0,5,5,0,0,0,0,3,3,0,0,0,2,0
150010212032160,6,5,0,0,0,0,4,0,0,0,0,1,0,6,5,0,0,0,0,4,0,0,0,0,1,0
150010212032161,11,9,0,0,0,0,10,0,0,0,0,0,0,11,10,0,0,0,0,11,0,0,0,0,0,0
150010212032162,25,19,0,0,0,1,11,0,0,0,0,5,8,19,17,0,0,0,1,11,0,0,0,0,3,1
150010212032163,21,15,0,0,0,0,12,1,0,0,0,4,9,17,15,0,0,0,0,12,1,0,0,0,3,3
150010212032164,8,7,0,0,0,0,6,0,0,0,0,1,2,7,6,0,0,0,0,6,0,0,0,0,1,1
150010212032165,11,9,0,0,0,0,10,0,0,0,0,0,0,7,6,0,0,0,0,7,0,0,0,0,0,0
150010212032166,8,7,0,0,0,0,4,0,0,0,0,1,2,8,7,0,0,0,1,4,0,0,0,0,1,1
150010212032167,11,9,3,0,0,0,3,2,0,0,0,10,0,10,9,4,0,0,0,3,3,0,0,0,8,0
150010212032168,4,4,0,0,0,0,1,0,0,0,0,4,0,2,2,0,0,0,0,1,0,0,0,0,1,0
150010212032169,5,4,3,0,0,0,2,0,0,0,0,0,2,5,4,4,0,0,0,3,0,0,0,0,0,1
150010212032170,8,1,0,0,0,0,1,0,0,0,0,1,15,5,1,0,0,0,0,1,0,0,0,0,1,6
150010212032171,6,4,0,0,0,0,4,0,0,0,0,0,4,6,4,0,0,0,0,4,0,0,0,0,0,3
150010212032172,16,14,0,0,0,0,14,0,0,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0
150010212032173,13,11,0,0,0,0,12,0,0,0,0,0,0,11,10,0,0,0,0,11,0,0,0,0,0,0
150010212032174,14,12,0,0,0,0,8,0,0,0,0,6,0,12,12,0,0,0,0,9,0,0,0,0,3,0
150010212032175,17,15,0,1,0,1,6,1,0,0,0,7,0,10,9,0,1,0,1,3,1,0,0,0,3,0
150010212032176,14,12,0,0,0,0,10,0,0,0,0,4,0,9,8,0,0,0,0,8,0,0,0,0,2,0
150010212032177,4,4,0,0,0,0,2,0,0,0,0,4,0,2,2,0,0,0,0,2,0,0,0,0,1,0
150010212032178,46,38,0,0,0,6,6,2,0,0,0,17,2,24,22,0,0,0,3,6,3,0,0,0,8,0
150010212032179,34,19,0,0,0,2,6,1,0,0,0,10,27,19,14,0,0,0,1,6,1,0,0,0,6,7
150010212032180,10,8,0,0,0,0,4,0,0,0,0,6,2,8,7,0,0,0,0,4,0,0,0,0,3,1
150010212032181,10,9,0,0,0,2,2,0,0,0,0,0,0,7,6,0,0,0,1,3,0,0,0,0,0,0
150010212032182,13,11,0,0,0,2,4,0,0,0,0,1,0,11,10,0,0,0,1,4,0,0,0,0,1,0
150010212032183,18,15,0,1,0,0,14,0,0,0,0,0,0,15,14,0,1,0,1,12,0,0,0,0,0,0
150010212032184,4,4,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
150010212032185,22,17,0,1,0,0,10,0,0,0,0,7,6,17,15,0,1,0,0,9,0,0,0,0,4,1
150010212032186,26,19,7,1,0,0,13,0,0,0,0,6,9,20,17,4,1,0,0,12,0,0,0,0,4,3
150010212032187,18,15,0,0,0,1,10,0,0,0,0,5,0,14,13,0,0,0,1,10,0,0,0,0,1,0
150010212032188,31,26,0,0,0,4,7,0,0,0,0,8,0,20,19,0,0,0,3,8,0,0,0,0,2,0
150010212032189,44,31,0,0,0,5,9,0,0,0,0,2,17,28,25,0,0,0,4,10,0,0,0,0,2,3
150010212032190,25,18,0,0,0,0,14,0,0,0,0,6,8,19,16,0,0,0,1,15,0,0,0,0,1,3
150010212032191,10,9,0,0,0,0,8,0,0,0,0,2,0,9,8,0,0,0,0,9,0,0,0,0,1,0
150010212032192,3,3,0,0,0,0,1,0,0,0,0,1,0,3,3,0,0,0,0,2,0,0,0,0,1,0
150010212032193,8,7,0,0,0,0,3,0,0,0,0,7,0,5,5,0,0,0,0,3,0,0,0,0,2,0
150010212032194,13,7,0,0,0,1,3,1,0,0,0,4,9,9,8,0,0,0,1,3,1,0,0,0,3,1
150010212032195,24,13,0,0,0,0,9,0,0,0,0,5,19,14,11,0,0,0,0,8,0,0,0,0,3,4
150010212033000,3,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0
150010212033001,15,13,0,1,0,0,3,0,0,0,0,16,0,12,11,0,1,0,0,3,0,0,0,0,10,0
150010212033002,11,9,0,0,0,0,6,0,0,0,0,4,2,8,8,0,0,0,0,6,0,0,0,0,2,0
150010212033003,5,3,0,0,0,0,2,1,0,0,0,1,4,5,3,0,0,0,0,3,2,0,0,0,1,3
150010212033004,7,6,0,0,0,0,3,0,0,0,0,5,0,5,5,0,0,0,0,3,0,0,0,0,2,0
150010212033005,10,8,0,0,0,0,7,0,0,0,0,1,2,8,7,0,1,0,0,7,0,0,0,0,0,2
150010212033006,18,15,0,0,0,3,6,0,0,0,0,0,0,14,13,0,0,0,2,6,0,0,0,0,0,0
150010212033007,10,8,0,0,0,0,5,1,0,0,0,5,2,9,8,0,1,0,0,5,2,0,0,0,3,2
150010212033008,8,7,0,0,0,0,5,1,0,0,0,2,0,7,6,0,0,0,0,4,1,0,0,0,2,0
150010212033009,30,23,4,2,0,0,18,0,0,0,0,5,6,27,24,4,2,0,0,18,0,0,0,0,5,3
150010212033010,9,5,0,0,0,0,5,0,0,0,0,0,6,8,5,0,0,0,0,5,0,0,0,0,0,4
150010212033011,8,5,0,0,0,0,2,5,0,0,0,6,4,4,4,0,0,0,0,2,3,0,0,0,3,0
150010212033012,11,7,0,0,0,0,3,4,0,0,0,6,8,7,5,0,0,0,0,3,1,0,0,0,3,3
150010212033013,16,5,0,0,0,0,3,0,0,0,0,4,23,7,4,0,0,0,0,2,0,0,0,0,3,6
150010212033014,4,4,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0
150010212033015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212033016,43,36,0,0,0,1,27,7,0,0,0,16,0,39,36,0,0,0,1,29,8,0,0,0,11,0
150010212033017,4,4,0,0,0,0,3,0,0,0,0,1,0,4,4,0,0,0,0,3,0,0,0,0,1,0
150010212033018,3,3,0,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0
150010212033019,15,9,4,0,0,0,6,0,0,0,0,6,10,10,9,4,0,0,0,6,0,0,0,0,3,2
150010212033020,7,6,0,0,0,0,4,0,0,0,0,4,0,6,5,0,0,0,0,4,0,0,0,0,2,0
150010212033021,24,19,0,0,0,2,14,0,0,0,0,0,4,12,11,0,0,0,1,10,0,0,0,0,0,2
150010212033022,22,18,0,0,0,0,15,2,0,0,0,6,2,21,19,0,1,0,0,16,1,0,0,0,5,2
150010212033023,17,13,0,1,0,0,9,0,0,0,0,5,4,12,10,0,1,0,0,7,0,0,0,0,2,3
150010212033024,15,12,0,0,0,0,7,0,0,0,0,6,4,11,8,0,1,0,0,5,0,0,0,0,3,3
150010212033025,12,10,0,0,0,0,6,0,0,0,0,6,0,8,8,0,0,0,0,7,0,0,0,0,1,0
150010212033026,11,9,0,0,0,0,8,0,0,0,0,2,2,11,9,0,0,0,0,9,0,0,0,0,2,2
150010212033027,6,1,3,0,0,0,0,0,0,0,0,1,10,3,2,4,0,0,0,0,0,0,0,0,1,3
150010212033028,16,7,0,0,0,0,3,0,0,0,0,6,17,10,5,0,0,0,0,3,0,0,0,0,2,9
150010212033029,4,4,0,0,0,0,2,0,0,0,0,1,0,4,4,0,0,0,0,3,0,0,0,0,1,0
150010212033030,8,4,10,0,0,0,2,0,0,0,0,0,10,5,2,4,0,0,0,2,0,0,0,0,0,4
150010212033031,12,9,0,0,0,0,8,2,0,0,0,4,2,10,8,0,0,0,0,7,3,0,0,0,3,2
150010212033032,14,12,0,0,0,1,6,2,0,0,0,2,0,11,10,0,0,0,1,5,3,0,0,0,2,0
150010212033033,49,40,3,0,0,8,9,0,0,0,0,0,6,27,25,4,0,0,5,9,0,0,0,0,0,2
150010212033034,6,4,0,0,0,0,2,0,0,0,0,2,4,6,4,0,0,0,0,3,0,0,0,0,2,3
150010212033035,20,15,0,0,0,0,8,2,0,0,0,10,6,15,12,0,0,0,1,7,3,0,0,0,6,4
150010212033036,10,7,0,0,0,0,7,0,0,0,0,0,4,9,8,0,0,0,0,8,0,0,0,0,0,2
150010212033037,8,7,0,0,0,1,4,0,0,0,0,1,0,4,4,0,0,0,0,3,0,0,0,0,0,0
150010212033038,11,9,0,1,0,0,2,0,0,0,0,7,2,7,6,0,1,0,1,2,0,0,0,0,2,2
150010212033039,9,5,0,0,0,0,1,0,0,0,0,6,8,5,4,0,0,0,0,1,0,0,0,0,3,2
150010212033040,19,14,0,1,0,0,9,2,0,0,0,2,6,13,10,0,1,0,0,6,3,0,0,0,2,4
150010212033041,11,8,0,0,0,0,6,2,0,0,0,5,4,9,8,0,0,0,0,5,3,0,0,0,5,2
150010212033042,14,9,0,0,0,0,8,0,0,0,0,2,8,12,10,0,0,0,0,9,0,0,0,0,2,3
150010212033043,11,9,0,0,0,0,9,0,0,0,0,2,0,10,9,0,0,0,0,10,0,0,0,0,1,0
150010212033044,9,8,0,0,0,2,2,0,0,0,0,0,0,6,5,0,0,0,1,2,0,0,0,0,0,0
150010212033045,3,2,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,0,0
150010212033046,16,12,0,0,0,0,3,0,0,0,0,13,4,12,10,0,0,0,1,3,0,0,0,0,8,2
150010212033047,14,12,0,2,0,0,0,0,0,0,0,10,0,7,6,0,2,0,0,0,0,0,0,0,2,0
150010212033048,18,7,0,0,0,1,3,0,0,0,0,1,21,8,5,0,0,0,1,3,0,0,0,0,1,4
150010212033049,42,35,0,1,0,4,11,1,0,0,0,10,2,26,24,0,1,0,2,11,1,0,0,0,5,1
150010212033050,14,9,0,0,0,0,9,0,0,0,0,1,8,12,9,0,0,0,0,10,0,0,0,0,1,3
150010212033051,7,6,3,2,0,0,0,0,0,0,0,0,0,5,5,4,2,0,0,0,0,0,0,0,0,0
150010212033052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212033053,8,7,0,2,0,0,1,0,0,0,0,0,0,4,4,0,1,0,0,1,0,0,0,0,0,0
150010212033054,19,12,0,0,0,1,6,0,0,0,0,6,9,10,8,0,0,0,0,5,0,0,0,0,2,3
150010212033055,8,7,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,0,0,9,0,0,0,0,0,0
150010212033056,42,32,0,1,0,4,2,0,0,0,0,23,9,24,20,0,1,0,3,2,0,0,0,0,12,4
150010212033057,16,9,0,0,0,1,2,0,0,0,0,6,13,10,6,0,0,0,1,3,0,0,0,0,1,6
150010212033058,3,3,0,0,0,0,2,1,0,0,0,1,0,3,3,0,0,0,0,3,1,0,0,0,1,0
150010212033059,22,19,0,0,0,4,3,0,0,0,0,0,0,13,12,0,0,0,3,3,0,0,0,0,0,0
150010212033060,22,15,0,1,0,0,11,0,0,0,0,4,11,16,12,0,0,0,0,11,0,0,0,0,3,4
150010212033061,29,18,0,1,0,2,10,0,0,0,0,0,17,19,13,0,0,0,1,11,0,0,0,0,0,9
150010212033062,14,8,0,1,0,1,2,0,0,0,0,4,9,10,7,0,1,0,1,3,0,0,0,0,1,4
150010212033063,19,15,0,1,0,1,10,1,0,0,0,1,4,14,12,0,1,0,1,9,1,0,0,0,1,1
150010212033064,13,11,0,0,0,2,2,1,0,0,0,4,0,7,7,0,0,0,1,2,1,0,0,0,1,0
150010212033065,14,12,0,0,0,0,11,2,0,0,0,4,0,7,7,0,0,0,0,6,1,0,0,0,2,0
150010212033066,15,13,0,0,0,1,9,0,0,0,0,1,0,12,11,0,0,0,1,8,0,0,0,0,1,0
150010212033067,14,12,0,0,0,0,8,5,0,0,0,6,0,11,10,0,0,0,0,9,1,0,0,0,2,0
150010212033068,4,2,0,0,0,0,2,0,0,0,0,0,4,2,2,0,0,0,0,3,0,0,0,0,0,0
150010212033069,16,12,0,0,0,0,11,0,0,0,0,0,6,14,11,0,0,0,0,11,0,0,0,0,0,4
150010212033070,18,15,0,2,0,1,6,0,0,0,0,2,0,12,11,0,1,0,1,6,0,0,0,0,1,0
150010212033071,20,17,0,0,0,1,12,0,0,0,0,4,0,16,15,0,0,0,1,13,0,0,0,0,2,0
150010212033072,28,22,0,1,0,0,11,0,0,0,0,14,4,16,14,0,1,0,0,11,0,0,0,0,3,1
150010212033073,14,10,0,0,0,0,11,0,0,0,0,0,6,13,10,0,0,0,0,11,0,0,0,0,0,4
150010212033074,8,7,0,0,0,0,5,0,0,0,0,1,0,7,7,0,0,0,0,5,0,0,0,0,1,0
150010212033075,20,13,0,1,0,0,10,1,0,0,0,5,9,15,10,0,0,0,0,9,1,0,0,0,2,7
150010212033076,30,22,10,1,0,0,9,0,0,0,0,17,8,23,19,9,1,0,0,8,0,0,0,0,11,6
150010212033077,14,11,0,0,0,0,12,0,0,0,0,0,2,11,9,0,0,0,0,10,0,0,0,0,0,1
150010212033078,12,7,0,0,0,0,6,2,0,0,0,2,9,9,7,0,0,0,0,6,3,0,0,0,2,3
150010212033079,14,12,0,0,0,1,6,0,0,0,0,5,0,12,12,0,0,0,1,7,0,0,0,0,5,0
150010212033080,21,15,0,0,0,1,10,2,0,0,0,5,8,16,12,0,0,0,0,10,3,0,0,0,2,6
150010212033081,16,13,0,0,0,0,6,2,0,0,0,12,2,12,11,0,0,0,0,6,3,0,0,0,7,1
150010212033082,14,12,0,0,0,0,10,0,0,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0
150010212033083,6,5,0,0,0,0,2,0,0,0,0,5,0,3,3,0,0,0,0,2,0,0,0,0,1,0
150010212033084,20,15,0,0,0,2,5,0,0,0,0,4,4,12,9,0,0,0,1,5,0,0,0,0,0,3
150010212033085,21,18,0,0,0,1,15,0,0,0,0,0,0,15,14,0,0,0,1,10,0,0,0,0,0,0
150010212033086,18,15,0,1,0,1,8,0,0,0,0,1,0,12,11,0,1,0,1,8,0,0,0,0,1,0
150010212033087,12,10,0,0,0,0,10,0,0,0,0,2,0,10,9,0,0,0,0,9,0,0,0,0,2,0
150010212033088,24,15,0,0,0,2,7,0,0,0,0,0,13,18,15,0,0,0,2,8,0,0,0,0,0,4
150010212033089,83,64,0,1,0,13,6,0,0,0,0,10,17,46,42,0,1,0,9,6,0,0,0,0,4,3
150010212033090,36,27,0,0,0,5,5,0,0,0,0,4,9,22,18,0,0,0,3,5,0,0,0,0,3,6
150010212033091,5,4,0,0,0,1,2,0,0,0,0,1,0,4,4,0,0,0,1,2,0,0,0,0,1,0
150010212033092,88,73,0,0,0,15,5,0,0,0,0,13,4,42,38,0,0,0,9,5,0,0,0,0,4,3
150010212033093,45,35,0,0,0,3,12,0,0,0,0,15,8,33,29,0,0,0,3,12,0,0,0,0,9,4
150010212033094,18,9,0,0,0,0,2,0,0,0,0,10,15,12,8,0,0,0,0,3,0,0,0,0,7,4
150010212033095,31,22,0,1,0,2,5,0,0,0,0,13,11,22,19,0,1,0,2,5,0,0,0,0,10,3
150010212033096,29,20,3,0,0,4,6,0,0,0,0,0,11,14,12,4,0,0,3,3,0,0,0,0,0,1
150010212033097,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0
150010212033098,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
150010212033099,16,14,0,0,0,0,15,0,0,0,0,0,0,13,12,0,0,0,0,14,0,0,0,0,0,0
150010212033100,8,7,0,0,0,0,5,5,0,0,0,5,0,8,8,0,0,0,0,5,6,0,0,0,4,0
150010212033101,15,12,0,0,0,0,9,0,0,0,0,6,2,13,12,0,0,0,0,10,0,0,0,0,3,1
150010212033102,19,15,0,0,0,0,9,0,0,0,0,10,2,14,12,0,0,0,0,10,0,0,0,0,3,1
150010212033103,9,8,3,1,0,0,3,0,0,0,0,1,0,7,7,0,1,0,0,3,0,0,0,0,1,0
150010212033104,16,14,0,1,0,0,14,0,0,0,0,0,0,13,12,0,1,0,0,12,0,0,0,0,0,0
150010212033105,11,8,0,0,0,0,2,0,0,0,0,6,4,7,5,0,0,0,0,2,0,0,0,0,2,1
150010212033106,2,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
150010212033107,13,8,0,0,0,0,6,0,0,0,0,1,8,12,8,0,0,0,0,7,0,0,0,0,1,4
150010212033108,14,12,0,0,0,0,11,0,0,0,0,4,0,9,8,0,0,0,0,10,0,0,0,0,0,0
150010212033109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212033110,19,15,0,0,0,0,6,0,0,0,0,14,2,10,9,0,0,0,0,6,0,0,0,0,3,0
150010212033111,2,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0
150010212033112,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
150010212033113,12,10,0,2,0,0,4,0,0,0,0,2,0,9,8,0,2,0,0,3,0,0,0,0,0,0
150010212034000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034002,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
150010212034003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034008,17,13,0,1,0,0,8,1,0,0,0,5,3,13,11,0,1,0,0,8,0,0,0,0,2,2
150010212034009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150010212034012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
